price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,log_price,zipcode_freq,city_freq
241000.0,2.0,2.0,1470,3128,2.0,0,0,3,1470,0,2005,0,12.392556361841775,96,96
461000.0,2.0,1.0,1060,7193,1.0,0,0,3,1060,0,1926,2003,13.04115549117383,93,1573
810000.0,4.0,2.5,3480,59242,2.0,0,0,3,3480,0,1988,2000,13.60479076121576,63,115
885000.0,4.0,2.75,2730,3560,1.5,0,0,3,1550,1180,1921,2007,13.69334405393293,130,1573
247000.0,3.0,2.25,1580,7941,2.0,0,0,4,1580,0,1986,0,12.417147664184917,95,148
296500.0,3.0,2.75,2170,7900,1.0,0,0,4,1380,790,1978,2000,12.599805870095512,21,185
141800.0,2.0,1.0,930,4743,1.0,0,0,4,930,0,1942,1982,11.862179945241476,83,293
333000.0,4.0,2.0,1580,7800,2.0,0,0,2,1580,0,1906,0,12.715900771961074,80,1573
602000.0,5.0,1.75,3290,11900,1.5,0,0,3,3290,0,1973,2013,13.308014385419147,135,235
565000.0,4.0,2.25,2110,10698,2.0,0,0,4,2110,0,1979,0,13.244582780038517,95,187
373000.0,3.0,2.5,1670,3565,2.0,0,0,3,1670,0,1999,0,12.829336379587506,63,115
588000.0,3.0,2.25,2030,7350,1.0,0,0,4,1190,840,1977,0,13.28448392755959,135,235
485000.0,3.0,1.0,1500,4100,1.5,0,0,3,1370,130,1926,2003,13.091906231773164,58,1573
482500.0,3.0,2.25,1450,1445,2.0,0,0,3,980,470,2005,0,13.08673827229789,66,1573
251200.0,4.0,1.5,1310,8250,1.0,0,0,3,1060,250,1953,0,12.434008694459976,16,58
869000.0,5.0,3.25,4180,49222,2.0,0,0,4,2880,1300,1979,0,13.675099554994851,95,187
464000.0,3.0,1.75,1630,28600,1.0,0,0,3,1630,0,1967,2011,13.047641986378483,63,115
755000.0,4.0,2.5,2660,10452,2.0,0,0,3,2660,0,1993,0,13.534474352733596,135,235
280000.0,3.0,2.5,1720,1916,2.0,0,0,3,1720,0,2005,0,12.54254845357358,83,293
485000.0,2.0,2.25,1260,1240,3.0,0,0,3,1260,0,2004,2003,13.091906231773164,148,1573
305000.0,3.0,1.75,1610,12247,1.0,0,0,3,1610,0,1981,2013,12.628070334272698,95,293
110700.0,2.0,1.0,680,8064,1.0,0,0,3,680,0,1941,1994,11.614588152079596,23,29
850000.0,4.0,3.5,2640,5900,2.0,0,2,3,2640,0,1937,1998,13.652992804936396,57,1573
350000.0,3.0,2.25,1640,7200,2.0,0,0,4,1640,0,1985,0,12.765691290604371,39,286
319950.0,4.0,1.75,2310,8045,1.0,0,0,4,1650,660,1976,1992,12.67592313805108,95,293
700000.0,3.0,1.75,2010,4905,1.0,0,0,5,1230,780,1912,0,13.45883704259595,66,1573
368000.0,2.0,1.5,1660,4680,1.0,0,0,5,830,830,1908,0,12.81584093453868,54,1573
433500.0,3.0,2.5,2200,3360,2.0,0,0,3,2200,0,2009,0,12.979649382005148,79,1573
611000.0,4.0,2.5,2460,4200,2.0,0,0,3,2460,0,1998,2006,13.322853874813603,98,235
1000000.0,2.0,1.75,2430,23400,1.0,0,4,3,2430,0,1951,1994,13.815511557963774,53,123
307000.0,3.0,1.0,1370,7500,1.0,0,0,3,1370,0,1960,2012,12.63460628389302,22,22
442500.0,3.0,1.75,1800,10200,1.0,0,0,3,1800,0,1967,2011,13.000198003314573,95,293
485000.0,3.0,1.75,2200,7706,2.0,0,2,3,2200,0,1908,1988,13.091906231773164,56,58
367000.0,2.0,1.0,700,2334,1.0,0,0,3,700,0,1945,2010,12.813119851828636,132,1573
429000.0,3.0,2.5,1920,15124,2.0,0,0,3,1920,0,1995,0,12.969214528909768,50,50
446000.0,5.0,2.75,2190,12687,1.0,0,0,5,1370,820,1978,0,13.008076473152151,67,66
572500.0,3.0,2.25,2030,9791,1.0,0,0,4,1500,530,1984,0,13.257769761133895,106,33
477000.0,3.0,2.5,1350,2053,3.0,0,0,3,1350,0,2005,0,13.07527386630434,132,1573
518000.0,3.0,2.5,1680,2096,2.0,0,0,3,1380,300,2008,0,13.157732451741689,132,1573
462000.0,5.0,1.75,1250,10530,1.0,0,0,4,1250,0,1966,0,13.043322334563696,39,286
1190000.0,4.0,3.0,2240,6000,1.5,0,0,4,1270,970,1914,1945,13.989464705423494,30,1573
137000.0,3.0,1.0,950,7620,1.0,0,0,3,950,0,1954,2005,11.827743504053696,66,1573
530000.0,3.0,3.5,2320,3174,2.0,0,0,3,2060,260,1997,0,13.180634172318978,89,187
818000.0,2.0,2.5,2380,9374,1.0,0,2,3,2380,0,2011,0,13.614618838078025,98,235
640000.0,2.0,2.25,1540,958,3.0,0,0,3,1540,0,2007,0,13.369225017834632,66,1573
298450.0,5.0,3.0,2100,9752,1.0,0,0,3,1200,900,2007,0,12.606361044236182,48,148
575000.0,4.0,2.5,2500,4945,2.0,0,0,3,2500,0,2013,1923,13.26212705890841,71,71
730000.0,4.0,2.5,3230,7331,2.0,0,0,3,3230,0,2004,2003,13.500801182986647,83,175
551000.0,3.0,2.5,2830,5802,2.0,0,0,3,2830,0,2001,0,13.219491903015438,67,66
271310.0,2.0,1.0,870,5340,1.5,0,0,2,870,0,1906,0,12.511021043346638,80,1573
675000.0,4.0,3.0,2690,28300,1.0,0,0,3,2690,0,1954,1999,13.42246945133505,59,18
479000.0,3.0,2.5,1260,889,3.0,0,0,3,1260,0,2008,0,13.079457964073546,30,1573
520000.0,4.0,3.5,2680,10000,2.0,0,0,3,2040,640,1942,2014,13.161586013632684,89,1573
599950.0,3.0,2.5,2660,4975,2.0,0,0,3,2660,0,2014,0,13.304603264196713,79,1573
483945.0,2.0,1.75,1480,5120,1.0,0,0,4,840,640,1951,1999,13.089728609226412,65,1573
390000.0,4.0,2.25,1770,33132,1.0,0,0,4,1190,580,1965,0,12.873904582205109,95,293
192500.0,2.0,1.0,950,7692,1.0,0,0,3,950,0,1926,2003,12.167856627501678,67,1573
330000.0,2.0,1.0,860,8308,1.0,0,0,4,860,0,1948,0,12.706850963741102,54,1573
250000.0,4.0,2.0,1960,7560,1.0,0,0,5,1160,800,1978,0,12.429220196836384,66,185
243000.0,2.0,1.0,1770,5522,1.5,0,0,4,960,810,1943,0,12.400820837540556,49,1573
575000.0,4.0,1.75,1280,6060,1.0,0,0,3,860,420,1926,2003,13.26212705890841,132,1573
639000.0,4.0,2.5,2150,12028,2.0,0,0,4,2150,0,1982,2011,13.367661298303677,135,235
710000.0,2.0,1.0,1790,4000,1.0,0,0,4,1040,750,1923,0,13.47302165746721,69,1573
675000.0,3.0,2.25,1990,10260,2.0,0,0,4,1990,0,1987,0,13.42246945133505,135,235
405000.0,5.0,2.5,2430,4781,2.0,0,0,3,2430,0,2001,0,12.91164481522143,95,293
615000.0,4.0,2.75,2820,13193,1.0,0,0,3,1860,960,1965,1993,13.329379172803591,110,286
490000.0,3.0,1.0,1910,8190,1.0,0,0,4,1010,900,1946,1989,13.102162710901052,132,1573
467000.0,3.0,2.25,1270,1213,2.0,0,0,3,1040,230,2005,0,13.054086677976365,58,1573
480000.0,4.0,2.75,2050,3960,1.0,0,0,4,1180,870,1986,0,13.081543466215235,65,1573
755000.0,6.0,2.0,2150,4505,1.0,0,0,3,1270,880,1952,2008,13.534474352733596,49,1573
760000.0,4.0,1.75,2450,13300,1.0,0,2,4,1630,820,1987,0,13.541075028051122,110,286
387000.0,2.0,2.25,1230,1280,2.0,0,0,3,960,270,2012,1912,12.866182555987908,80,1573
925000.0,4.0,2.25,2260,41984,1.0,0,0,4,2260,0,1967,0,13.73755009757506,89,187
415000.0,2.0,1.0,1050,60113,1.0,0,0,4,1050,0,1943,0,12.936036208848488,67,176
263000.0,3.0,1.75,1570,7775,2.0,0,0,3,1570,0,1982,0,12.479913113434042,66,185
519900.0,4.0,2.0,1820,9350,1.0,0,0,4,1820,0,1967,0,13.161393687816776,135,235
570000.0,2.0,1.75,1540,4025,1.0,0,0,4,1190,350,1908,0,13.25339339419516,65,1573
450000.0,3.0,1.5,2060,44866,1.0,0,0,3,2060,0,1953,0,13.017005083966255,52,115
1300000.0,4.0,3.5,4380,74052,1.0,0,0,3,4380,0,2001,0,14.077875591662238,98,235
300000.0,3.0,1.0,1090,9900,1.0,0,0,4,1090,0,1955,2009,12.611541086966117,135,235
320000.0,3.0,1.75,1480,7225,1.0,0,0,4,1480,0,1965,0,12.676079399771028,83,293
387500.0,4.0,1.0,1320,4440,1.5,0,0,3,1320,0,1929,0,12.86747370841737,66,1573
458000.0,1.0,2.25,2140,10350,1.0,0,0,3,1470,670,1976,0,13.034626646500053,63,115
1212500.0,4.0,3.5,4560,16643,1.0,0,3,3,2230,2330,1995,0,14.008195726535703,110,286
380000.0,4.0,3.0,2800,9764,2.0,0,0,3,2800,0,2002,0,12.847929163278051,96,96
200000.0,3.0,1.0,1050,5000,1.0,0,0,4,1050,0,1967,0,12.206077645517674,83,293
385000.0,3.0,1.5,1490,9630,1.0,0,0,4,1490,0,1959,0,12.861001210669146,67,66
396675.0,2.0,1.0,1730,6375,2.0,0,0,4,1730,0,1945,0,12.890875105554557,78,1573
452000.0,4.0,1.0,1210,3760,1.5,0,0,3,1210,0,1900,2005,13.021439671201302,148,1573
426000.0,4.0,2.5,2800,8494,2.0,0,0,3,2800,0,2004,2003,12.962196972666591,96,96
792000.0,3.0,1.5,1570,1050,2.0,0,0,3,1570,0,1915,0,13.58231793342203,30,1573
315000.0,3.0,2.25,1400,31626,1.0,0,0,2,1140,260,1987,0,12.660331092405906,83,176
1275000.0,4.0,2.0,2850,7861,1.0,0,4,4,1450,1400,1970,0,14.058457520888082,132,1573
326000.0,6.0,3.0,1880,7200,1.0,0,0,4,1880,0,1966,0,12.694655727828804,83,293
268500.0,2.0,1.0,790,8424,1.0,0,0,4,790,0,1953,1983,12.500609917318906,93,123
440000.0,2.0,1.75,1300,4000,2.0,0,0,3,1300,0,1948,1994,12.994532278619134,49,1573
300000.0,3.0,1.0,2120,7735,1.0,0,0,4,1060,1060,1967,0,12.611541086966117,106,293
525000.0,3.0,1.5,1540,4773,2.0,0,0,3,1540,0,1941,2009,13.171155446333852,78,1573
978000.0,4.0,2.75,2620,13777,1.5,0,2,4,1720,900,1926,1993,13.79326597151132,80,1573
1125000.0,6.0,3.0,2880,3192,2.0,0,0,4,2180,700,1919,1985,13.933294482509153,148,1573
700000.0,4.0,1.0,1680,4021,1.5,0,0,3,1680,0,1921,2000,13.45883704259595,148,1573
315000.0,2.0,1.0,790,6969,1.0,0,0,3,790,0,1955,1984,12.660331092405906,135,235
309000.0,3.0,1.0,1092,7500,1.5,0,0,3,1092,0,1918,0,12.6410997921206,66,1573
219950.0,3.0,1.5,1650,9936,1.0,0,0,3,1090,560,1967,2011,12.301160073254367,48,148
289000.0,3.0,2.5,2090,4700,2.0,0,0,3,2090,0,2002,0,12.574185427296197,100,43
210000.0,4.0,1.75,2180,28710,1.0,0,0,3,1180,1000,1950,2005,12.25486757159303,56,29
260000.0,4.0,2.5,1990,6671,2.0,0,0,3,1990,0,1989,0,12.468440756144114,95,148
699000.0,4.0,2.5,2650,7945,2.0,0,0,3,2650,0,2006,0,13.457407451830088,89,1573
1800000.0,4.0,3.5,4460,16953,1.0,0,0,3,2550,1910,1962,1994,14.403297778421797,11,11
299950.0,3.0,1.0,910,8000,1.0,0,0,4,740,170,1950,1983,12.611374406964662,53,123
749950.0,3.0,2.5,2770,10773,2.0,0,2,3,2770,0,1992,0,13.527763150044844,50,286
1100000.0,3.0,2.0,2390,6888,2.0,0,1,5,2390,0,1939,0,13.910821646859096,130,1573
555000.0,3.0,2.5,3050,158558,1.0,0,0,4,3050,0,1987,0,13.22672519452875,28,293
384000.0,3.0,2.5,1700,4000,2.0,0,0,3,1700,0,2003,0,12.85840043573314,71,71
499950.0,5.0,3.5,3200,43560,2.0,0,0,3,3200,0,1989,0,13.122265372602016,106,293
430000.0,3.0,1.75,1200,4500,1.0,0,0,5,1200,0,1906,0,12.971542813248435,46,1573
350000.0,4.0,2.25,2220,6953,2.0,0,0,4,2220,0,1999,0,12.765691290604371,96,96
620000.0,3.0,2.5,2480,9041,2.0,0,0,3,2480,0,2004,2003,13.3374763699232,98,235
765000.0,4.0,2.25,2560,12100,1.0,0,0,4,1760,800,1976,1992,13.54763241999736,135,235
250000.0,4.0,1.5,2500,6300,1.0,0,0,4,1500,1000,1961,2001,12.429220196836384,21,185
376000.0,2.0,1.0,1150,4000,1.0,0,0,3,1150,0,1947,2012,12.837347081942964,68,1573
475000.0,4.0,1.75,1650,7775,1.0,0,0,4,1150,500,1950,1983,13.07107218827772,93,1573
120750.0,3.0,1.75,1140,9628,1.0,0,0,4,1140,0,1969,0,11.701485853054026,95,148
1690000.0,3.0,1.75,3400,8965,1.0,0,2,5,1820,1580,1957,0,14.340239678615058,49,1573
330000.0,3.0,1.0,1180,43124,1.0,0,0,4,1180,0,1959,0,12.706850963741102,95,187
619500.0,3.0,2.5,1700,4105,2.0,0,0,3,1700,0,1992,0,13.336669594255037,66,1573
345000.0,3.0,1.5,1240,11200,1.0,0,0,4,1240,0,1954,1979,12.75130259456002,110,286
598000.0,5.0,2.25,2890,12478,2.0,0,0,3,2890,0,1977,2004,13.301347705172171,98,175
335000.0,3.0,1.0,1060,10050,1.0,0,0,4,1060,0,1967,0,12.721888795877376,67,66
372500.0,4.0,1.75,1590,10523,2.0,0,0,4,1590,0,1922,0,12.827995001361906,93,123
300000.0,6.0,5.25,2860,5682,2.0,0,0,3,2860,0,1978,0,12.611541086966117,36,176
194000.0,1.0,1.0,820,1060,1.0,0,0,3,760,60,2007,0,12.175618592671356,78,1573
507500.0,3.0,2.0,2020,8118,1.0,0,0,3,1020,1000,1963,2008,13.137253960339487,50,286
325000.0,4.0,2.25,1870,9680,1.0,0,0,4,1170,700,1959,0,12.691583538230216,99,187
329900.0,3.0,2.5,2170,4905,2.0,0,0,3,2170,0,2004,2003,12.70654788843366,96,96
329000.0,4.0,2.5,1600,6765,1.0,0,0,3,830,770,1947,2011,12.703816069256568,66,1573
494000.0,4.0,1.75,2090,4300,1.5,0,0,4,1250,840,1925,1968,13.11029282045951,57,1573
206000.0,4.0,2.0,1700,6025,1.0,0,0,3,1700,0,1978,0,12.235636302128867,36,176
423000.0,4.0,1.75,1940,6909,1.0,0,0,4,970,970,1941,1998,12.955129822091816,93,1573
259000.0,3.0,1.0,1320,8625,1.0,0,0,4,1320,0,1957,2001,12.464587201678082,83,293
879950.0,4.0,2.25,3500,13875,1.0,0,4,4,1830,1670,1938,0,13.687621503085918,54,1573
345600.0,5.0,3.5,2800,5120,2.5,0,0,3,2800,0,1903,2005,12.75304020942637,66,1573
395000.0,3.0,1.5,1080,2940,1.5,0,0,4,1080,0,1920,0,12.886643575525625,130,1573
625000.0,4.0,2.5,3550,8048,2.0,0,0,3,3550,0,2007,0,13.34550852871726,71,71
439000.0,3.0,2.0,2010,251341,2.0,0,0,3,1510,500,2003,0,12.992256969959042,42,42
380000.0,3.0,1.75,1690,1468,2.0,0,0,3,1380,310,2008,0,12.847929163278051,46,1573
440000.0,3.0,1.5,1270,1443,3.0,0,0,3,1270,0,2007,0,12.994532278619134,130,1573
415000.0,3.0,2.25,1970,2377,2.0,0,0,3,1680,290,2008,0,12.936036208848488,46,1573
860000.0,4.0,2.75,3160,8097,2.0,0,0,3,3160,0,2014,0,13.664688831019712,89,187
500000.0,3.0,2.5,1210,1200,3.0,0,0,3,1210,0,2008,0,13.122365377402328,148,1573
953007.0,4.0,3.5,3120,5086,2.0,0,0,3,2480,640,2008,0,13.767378577144653,130,1573
515000.0,4.0,2.5,2670,8765,2.0,0,0,3,2670,0,2006,0,13.15192412139156,106,293
772000.0,3.0,2.25,1640,1204,3.0,0,0,3,1640,0,2014,0,13.556741124342862,69,1573
329995.0,4.0,2.5,2303,3680,2.0,0,0,3,2303,0,2013,1923,12.70683581215708,67,176
409316.0,3.0,2.5,1800,3168,2.0,0,0,3,1800,0,2014,0,12.922245195944868,71,71
490000.0,5.0,3.5,4460,2975,3.0,0,2,3,3280,1180,2013,1923,13.102162710901052,49,1573
305000.0,2.0,2.5,1590,2656,2.0,0,0,3,1220,370,2009,0,12.628070334272698,66,1573
785000.0,4.0,3.5,3070,4684,2.0,0,0,3,2190,880,2009,0,13.573440270649083,95,187
240000.0,2.0,1.75,1330,7200,1.0,0,0,3,1330,0,1993,0,12.388398368982116,23,29
325000.0,3.0,1.0,990,6750,1.0,0,0,4,990,0,1947,1988,12.691583538230216,93,1573
535800.0,4.0,2.5,1900,5790,2.0,0,0,3,1900,0,1994,0,13.191518102458952,88,187
720000.0,3.0,2.5,2020,1159,3.0,0,3,3,2020,0,2000,0,13.487007879880162,148,1573
374000.0,3.0,1.75,2000,9416,1.0,0,0,4,2000,0,1961,2001,12.832013750189883,89,187
189650.0,2.0,1.75,1100,7600,1.0,0,0,3,1100,0,1980,0,12.15294081997422,56,58
420850.0,1.0,1.0,960,40946,1.0,0,0,5,960,0,1945,0,12.950034130780418,22,22
815000.0,4.0,2.75,3488,9614,2.0,0,0,3,3488,0,1998,2006,13.610944619216111,98,235
1065000.0,2.0,1.75,1890,9466,2.0,0,0,3,1890,0,1987,2000,13.878486296092358,74,286
199000.0,4.0,2.0,2030,8120,2.0,0,0,3,2030,0,1950,2005,12.201065128819632,49,1573
195000.0,3.0,1.75,1380,7350,1.0,0,0,3,990,390,1981,2013,12.180759965737863,100,43
1506000.0,4.0,3.25,3660,5800,2.5,0,0,3,3360,300,1909,1995,14.22496835135238,69,1573
288400.0,3.0,2.25,1870,3230,2.0,0,0,3,1870,0,1997,0,12.5721071517933,83,293
442000.0,4.0,2.25,2080,12007,1.0,0,0,4,1220,860,1979,0,12.999067423500716,98,175
619420.0,4.0,2.75,2450,14803,2.0,0,0,4,2450,0,1988,0,13.33654044972437,106,33
635000.0,4.0,2.25,2750,6180,1.0,0,0,4,1500,1250,1948,0,13.361381852676738,79,1573
210000.0,3.0,1.0,1240,4842,1.0,0,0,4,1240,0,1916,0,12.25486757159303,79,1573
512500.0,3.0,2.5,1900,7604,2.0,0,0,3,1900,0,1990,2009,13.147057941212308,89,187
567000.0,3.0,2.5,2540,6093,2.0,0,0,3,2540,0,1999,0,13.248116346376763,99,187
525000.0,3.0,2.75,2100,10362,2.0,0,0,3,1510,590,1998,2006,13.171155446333852,1,1
475000.0,4.0,2.0,1790,2250,1.0,0,2,4,840,950,1909,1989,13.07107218827772,148,1573
250000.0,3.0,2.0,1170,7258,1.0,0,0,3,1170,0,1984,0,12.429220196836384,67,176
220000.0,3.0,1.0,1060,9126,1.0,0,2,5,1060,0,1956,0,12.301387370778713,28,28
230000.0,5.0,2.0,1930,6120,1.5,0,0,3,1930,0,1941,1969,12.345838935721968,54,1573
385500.0,3.0,2.0,1540,7947,1.0,0,0,3,1120,420,1961,2004,12.86229906601588,32,33
895000.0,5.0,3.0,2876,13927,1.0,0,2,4,1970,906,1973,0,13.704580114574805,86,86
368250.0,3.0,2.5,2150,7484,2.0,0,0,3,2150,0,1988,2000,12.816520049867693,98,175
249900.0,2.0,1.0,1140,5500,1.0,0,0,3,1140,0,1947,2012,12.428820118415675,66,1573
350000.0,3.0,1.5,980,7790,1.0,0,0,5,980,0,1969,0,12.765691290604371,99,187
175000.0,3.0,1.75,1230,13056,1.0,0,0,4,1230,0,1962,0,12.07254696717504,67,176
270000.0,3.0,1.75,1390,10905,1.0,0,0,3,860,530,1957,2000,12.506180941677355,66,1573
495000.0,3.0,3.5,2380,6250,2.0,0,3,3,1670,710,1997,0,13.112315061750808,79,1573
1580000.0,3.0,3.25,3690,7200,2.0,0,0,3,3690,0,2007,0,14.272936037914342,89,187
542500.0,5.0,3.25,3010,1074218,1.5,0,0,5,2010,1000,1931,0,13.203945207713025,95,187
330000.0,3.0,1.0,1250,9126,1.0,0,0,3,1250,0,1969,2010,12.706850963741102,52,115
1003000.0,4.0,2.75,2290,6120,2.0,0,0,4,2170,120,1926,1993,13.818507063952548,130,1573
299800.0,2.0,1.0,790,5240,1.0,0,0,4,790,0,1925,1968,12.61087420020211,79,1573
299900.0,3.0,2.5,2720,6014,2.0,0,0,3,2720,0,2002,0,12.611207699176356,83,176
691000.0,4.0,2.75,2550,8632,1.0,0,0,3,1700,850,1972,2002,13.445896549926765,89,187
195000.0,2.0,1.0,1080,3899,1.0,0,0,4,1080,0,1972,0,12.180759965737863,56,58
405000.0,3.0,1.75,2470,9620,1.0,0,1,4,1570,900,1962,0,12.91164481522143,56,58
360000.0,2.0,0.75,850,7710,1.0,0,2,5,550,300,1909,1988,12.793862088206213,46,1573
256750.0,3.0,2.5,1990,8991,1.0,0,0,3,1570,420,1969,2010,12.455862022622558,100,185
332500.0,3.0,2.25,1800,10500,2.0,0,0,3,1800,0,1995,0,12.71439814659232,96,96
975000.0,5.0,4.0,4850,36450,2.0,0,0,3,4850,0,1977,2004,13.790193775620484,29,286
218000.0,3.0,1.0,1020,7874,1.0,0,0,3,1020,0,1956,2001,12.292254928916668,66,1573
429000.0,3.0,2.5,2420,49928,2.0,0,0,3,1860,560,1985,0,12.969214528909768,95,187
589000.0,4.0,2.5,2910,5776,2.0,0,2,3,2910,0,1998,2006,13.286183160425152,71,71
255000.0,3.0,1.5,1060,9039,1.0,0,0,3,1060,0,1973,2013,12.449022745701502,95,293
668750.0,4.0,2.5,2340,6420,1.0,0,2,3,1590,750,1964,2000,13.413167072518338,53,123
344500.0,4.0,2.75,1800,5453,1.0,0,0,3,1050,750,2002,0,12.749852272189257,28,293
452000.0,4.0,2.0,1660,6150,1.0,0,0,3,850,810,1945,2010,13.021439671201302,78,1573
540000.0,3.0,1.75,1300,62290,1.0,0,0,3,1300,0,1983,2009,13.199326270390594,98,235
246000.0,3.0,1.5,1780,23819,1.0,0,0,3,1780,0,1953,0,12.413090879946887,67,1573
535000.0,2.0,1.0,1030,4841,1.0,0,0,3,920,110,1939,1969,13.190023895035274,148,1573
970000.0,4.0,3.25,2790,5420,1.0,0,3,3,1130,1660,1963,2013,13.785052381406867,53,123
430000.0,3.0,1.0,1150,3000,1.0,0,0,5,1150,0,1906,0,12.971542813248435,148,1573
520000.0,4.0,2.5,3290,11446,2.0,0,0,3,3290,0,1992,0,13.161586013632684,67,66
712000.0,4.0,2.5,3400,247421,2.0,0,0,3,3400,0,2001,0,13.475834594887507,7,7
450000.0,2.0,1.0,1200,4000,1.0,0,0,3,1070,130,1940,1996,13.017005083966255,78,1573
220000.0,4.0,2.5,2160,8005,2.0,0,0,3,2160,0,1993,0,12.301387370778713,6,6
525000.0,3.0,1.0,1450,4000,1.0,0,1,4,950,500,1948,0,13.171155446333852,79,1573
1220000.0,4.0,2.5,3240,3600,2.0,0,0,3,2060,1180,2008,0,14.014362236381237,30,1573
540000.0,3.0,2.0,1470,1691,2.0,0,0,3,1000,470,2007,0,13.199326270390594,130,1573
600000.0,4.0,2.5,2360,5226,2.0,0,0,3,2360,0,2001,0,13.304686600863562,99,187
600000.0,3.0,2.25,2230,9053,2.0,0,0,4,2230,0,1987,0,13.304686600863562,39,286
625000.0,4.0,2.5,2630,48706,2.0,0,0,3,2630,0,1986,0,13.34550852871726,63,115
150000.0,3.0,1.0,1010,25000,1.0,0,0,3,1010,0,1966,1963,11.918397239722838,22,22
389999.0,3.0,2.25,1445,1471,2.0,0,0,3,1300,145,2003,0,12.873902018105827,95,187
285000.0,3.0,1.75,2380,6000,1.5,0,0,3,1320,1060,1935,1974,12.560247968016562,49,1573
744000.0,4.0,2.75,2830,13059,2.0,0,0,3,2830,0,1998,2006,13.519797657900346,83,175
700000.0,4.0,2.5,3010,46173,2.0,0,0,3,3010,0,1996,0,13.45883704259595,98,235
318989.0,4.0,2.25,2000,9000,1.0,0,0,4,2000,0,1978,2000,12.672915033313242,95,148
556000.0,3.0,2.25,2020,3600,2.0,0,0,3,2020,0,1998,2006,13.228525371792252,89,187
275000.0,3.0,2.5,2030,6326,2.0,0,0,3,2030,0,1993,0,12.524530013005734,96,96
430000.0,3.0,2.75,2550,11160,2.0,0,0,3,2550,0,1994,0,12.971542813248435,88,123
300000.0,2.0,1.0,970,13700,1.0,0,0,3,970,0,1949,1998,12.611541086966117,66,1573
396450.0,3.0,1.75,1540,12446,1.0,0,0,5,1540,0,1967,0,12.89030773108354,95,187
225000.0,2.0,1.0,1396,111949,1.0,0,0,3,1396,0,1940,1997,12.323860125621126,98,235
700000.0,4.0,3.25,2780,7875,2.0,0,0,3,2780,0,2006,0,13.45883704259595,93,1573
260000.0,6.0,2.0,2220,8797,1.0,0,0,3,2220,0,1977,2004,12.468440756144114,36,176
655000.0,4.0,3.5,2350,13402,2.0,0,3,3,1670,680,1994,0,13.39239204133378,89,187
1185000.0,3.0,2.25,2760,40946,2.0,0,0,5,2760,0,1978,0,13.98525417643287,29,286
1550000.0,3.0,2.5,4460,26027,2.0,0,0,3,4460,0,1992,0,14.253766134056512,89,187
413800.0,3.0,2.0,1440,4421,1.0,0,0,3,1440,0,2007,0,12.933140460917048,98,235
950000.0,5.0,3.75,5330,6000,2.0,0,2,3,3570,1760,2006,0,13.76421831620775,95,187
334990.0,4.0,2.5,2220,4228,2.0,0,0,3,2220,0,2014,0,12.721858944774674,54,1573
2700000.0,5.0,4.75,5305,8401,2.0,0,2,3,3745,1560,2005,0,14.80876270134486,89,187
1030000.0,3.0,4.0,3880,13095,2.0,0,3,3,3700,180,2009,0,13.845070331079134,99,187
1130000.0,4.0,3.25,3810,8519,1.0,0,1,3,2680,1130,2007,0,13.937729075643883,89,187
556000.0,3.0,3.0,1960,1168,2.0,0,0,3,1600,360,2007,0,13.228525371792252,88,187
360000.0,3.0,2.5,1530,1131,3.0,0,0,3,1530,0,2009,0,12.793862088206213,148,1573
480000.0,4.0,2.25,3250,34293,2.0,0,0,4,3250,0,1983,0,13.081543466215235,100,185
324000.0,3.0,2.5,1750,7208,2.0,0,0,3,1750,0,1994,0,12.688501881189456,28,293
1050000.0,4.0,3.25,3440,35021,2.0,0,0,3,3440,0,1983,2009,13.864301674514206,89,187
275000.0,1.0,0.75,1170,14149,1.0,0,0,5,880,290,1962,0,12.524530013005734,28,28
180000.0,3.0,1.0,870,5330,1.0,0,0,3,870,0,1969,2014,12.100717685412471,100,43
749000.0,4.0,2.5,2930,18199,2.0,0,0,3,2930,0,1998,2006,13.52649559761195,83,175
1600000.0,3.0,2.5,3160,12824,1.0,0,2,4,1820,1340,1966,0,14.285514812209817,74,286
373500.0,2.0,1.0,800,3330,1.0,0,0,3,800,0,1918,0,12.830675960927596,58,1573
770000.0,4.0,2.5,2350,8001,2.0,0,0,4,2350,0,1987,0,13.554147092530322,110,286
356000.0,2.0,1.75,1060,16470,1.0,0,0,3,1060,0,1977,2004,12.782688818818986,63,115
625000.0,3.0,1.75,2060,12558,1.0,0,0,4,1350,710,1984,0,13.34550852871726,135,235
494400.0,2.0,1.75,1560,1750,1.0,0,0,4,780,780,1904,0,13.111102207777297,30,1573
585000.0,4.0,1.75,3000,42200,1.0,0,3,3,1500,1500,1950,2005,13.279368835614244,83,293
926300.0,3.0,1.5,1660,4800,2.0,0,0,3,1660,0,1907,1983,13.738954514805393,49,1573
600000.0,3.0,1.75,1650,5100,1.0,0,0,5,1040,610,1908,0,13.304686600863562,130,1573
430000.0,4.0,3.0,3220,8936,2.0,0,0,3,2450,770,1990,2009,12.971542813248435,66,185
307000.0,3.0,1.5,2320,7500,1.0,0,0,3,2320,0,1976,0,12.63460628389302,42,42
604700.0,4.0,2.75,2750,14982,1.0,0,3,3,1720,1030,1981,2013,13.312489399972522,56,58
219900.0,3.0,1.0,910,6000,1.0,0,0,2,910,0,1956,0,12.300932724054114,54,1573
